contract_id,text,domain
CTR-0225,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2024-01-28, by and between Apex Enterprise Solutions LLC (""First Party"") and Beacon Logistics Ltd. (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

COMMERCIAL REAL ESTATE LEASE AGREEMENT

1. DEMISED PREMISES AND TERM
Lessor hereby leases to Lessee, and Lessee leases from Lessor, the commercial office space located at 958 Commercial Blvd, Suite 318, New York, NY 10001 (""Premises""), consisting of approximately 7840 square feet, for a term of five (5) years commencing on the Commencement Date.

2. RENT AND SECURITY DEPOSIT
Lessee agrees to pay Lessor a Monthly Base Rent of $13573, due on the first day of each calendar month. Upon execution, Lessee shall deposit with Lessor a Security Deposit of $49046 as security for faithful performance of lease terms.

3. USE OF PREMISES AND MAINTENANCE
Lessee shall use the Premises strictly for commercial office purposes and shall maintain the interior in good condition. Lessor shall remain responsible for structural repairs, roof maintenance, and common area maintenance (CAM).

4. DEFAULT AND EVICTION
In the event Lessee fails to pay rent when due or breaches lease covenants and fails to cure within ten (10) days after written notice, Lessor shall have the right to terminate the lease, re-enter the Premises, and seek legal eviction.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-01-28",Lease / Rental
CTR-0226,"THIS CONTRACT is made effective as of 2023-05-25, by and among Atlas Construction Group, having its principal place of business at 237 Commercial Blvd, Suite 72, New York, NY 10001, and Omega Retail Systems, residing at or having offices at 811 Enterprise Way, Floor 9, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $6813 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-05-25",Lease / Rental
CTR-0227,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2026-09-25, by and between Global Supply Chain Corp. (""First Party"") and Zenith Capital Advisors (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $4571 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-09-25",Lease / Rental
CTR-0228,"MEMORANDUM OF AGREEMENT dated 2024-05-18, between Acme Legal Technologies Inc. (hereinafter referred to as ""Company"") and John Doe (Individual) (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $24842 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-05-18",Lease / Rental
CTR-0229,"MEMORANDUM OF AGREEMENT dated 2024-08-27, between Global Supply Chain Corp. (hereinafter referred to as ""Company"") and Omega Retail Systems (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

COMMERCIAL REAL ESTATE LEASE AGREEMENT

1. DEMISED PREMISES AND TERM
Lessor hereby leases to Lessee, and Lessee leases from Lessor, the commercial office space located at 443 Commercial Blvd, Suite 246, New York, NY 10001 (""Premises""), consisting of approximately 24223 square feet, for a term of five (5) years commencing on the Commencement Date.

2. RENT AND SECURITY DEPOSIT
Lessee agrees to pay Lessor a Monthly Base Rent of $23676, due on the first day of each calendar month. Upon execution, Lessee shall deposit with Lessor a Security Deposit of $41384 as security for faithful performance of lease terms.

3. USE OF PREMISES AND MAINTENANCE
Lessee shall use the Premises strictly for commercial office purposes and shall maintain the interior in good condition. Lessor shall remain responsible for structural repairs, roof maintenance, and common area maintenance (CAM).

4. DEFAULT AND EVICTION
In the event Lessee fails to pay rent when due or breaches lease covenants and fails to cure within ten (10) days after written notice, Lessor shall have the right to terminate the lease, re-enter the Premises, and seek legal eviction.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-08-27",Lease / Rental
CTR-0230,"MEMORANDUM OF AGREEMENT dated 2024-07-15, between Vanguard Financial Ltd. (hereinafter referred to as ""Company"") and John Doe (Individual) (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $8688 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-07-15",Lease / Rental
CTR-0231,"THIS CONTRACT is made effective as of 2026-09-14, by and among Horizon Commercial Properties, having its principal place of business at 294 Commercial Blvd, Suite 184, New York, NY 10001, and Beacon Logistics Ltd., residing at or having offices at 595 Enterprise Way, Floor 17, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $11697 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-09-14",Lease / Rental
CTR-0232,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2023-02-26, by and between Apex Enterprise Solutions LLC (""First Party"") and Omega Retail Systems (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $15618 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-02-26",Lease / Rental
CTR-0233,"MEMORANDUM OF AGREEMENT dated 2025-09-20, between Global Supply Chain Corp. (hereinafter referred to as ""Company"") and Zenith Capital Advisors (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

COMMERCIAL REAL ESTATE LEASE AGREEMENT

1. DEMISED PREMISES AND TERM
Lessor hereby leases to Lessee, and Lessee leases from Lessor, the commercial office space located at 377 Commercial Blvd, Suite 82, New York, NY 10001 (""Premises""), consisting of approximately 12203 square feet, for a term of five (5) years commencing on the Commencement Date.

2. RENT AND SECURITY DEPOSIT
Lessee agrees to pay Lessor a Monthly Base Rent of $43190, due on the first day of each calendar month. Upon execution, Lessee shall deposit with Lessor a Security Deposit of $27199 as security for faithful performance of lease terms.

3. USE OF PREMISES AND MAINTENANCE
Lessee shall use the Premises strictly for commercial office purposes and shall maintain the interior in good condition. Lessor shall remain responsible for structural repairs, roof maintenance, and common area maintenance (CAM).

4. DEFAULT AND EVICTION
In the event Lessee fails to pay rent when due or breaches lease covenants and fails to cure within ten (10) days after written notice, Lessor shall have the right to terminate the lease, re-enter the Premises, and seek legal eviction.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2025-09-20",Lease / Rental
CTR-0234,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2026-06-19, by and between Pinnacle Software Inc. (""First Party"") and Zenith Capital Advisors (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $33688 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-06-19",Lease / Rental
CTR-0235,"THIS CONTRACT is made effective as of 2024-06-20, by and among Apex Enterprise Solutions LLC, having its principal place of business at 564 Commercial Blvd, Suite 259, New York, NY 10001, and Omega Retail Systems, residing at or having offices at 130 Enterprise Way, Floor 3, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

COMMERCIAL REAL ESTATE LEASE AGREEMENT

1. DEMISED PREMISES AND TERM
Lessor hereby leases to Lessee, and Lessee leases from Lessor, the commercial office space located at 564 Commercial Blvd, Suite 259, New York, NY 10001 (""Premises""), consisting of approximately 17113 square feet, for a term of five (5) years commencing on the Commencement Date.

2. RENT AND SECURITY DEPOSIT
Lessee agrees to pay Lessor a Monthly Base Rent of $14193, due on the first day of each calendar month. Upon execution, Lessee shall deposit with Lessor a Security Deposit of $23498 as security for faithful performance of lease terms.

3. USE OF PREMISES AND MAINTENANCE
Lessee shall use the Premises strictly for commercial office purposes and shall maintain the interior in good condition. Lessor shall remain responsible for structural repairs, roof maintenance, and common area maintenance (CAM).

4. DEFAULT AND EVICTION
In the event Lessee fails to pay rent when due or breaches lease covenants and fails to cure within ten (10) days after written notice, Lessor shall have the right to terminate the lease, re-enter the Premises, and seek legal eviction.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-06-20",Lease / Rental
CTR-0236,"THIS AGREEMENT (the ""Agreement"") is entered into as of 2024-09-15, by and between Vanguard Financial Ltd. (""First Party"") and Nexus Consulting Partners (""Second Party""). WHEREAS, the parties desire to establish the formal legal terms governing their relationship as set forth herein.

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $38686 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2024-09-15",Lease / Rental
CTR-0237,"THIS CONTRACT is made effective as of 2026-02-13, by and among Global Supply Chain Corp., having its principal place of business at 801 Commercial Blvd, Suite 426, New York, NY 10001, and Summit Industrial Holdings, residing at or having offices at 710 Enterprise Way, Floor 13, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $12104 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

GOVERNING LAW AND JURISDICTION
This Agreement shall be governed by, construed, and enforced in accordance with the laws of the State of Delaware, without regard to its conflict of laws principles. Any legal action or proceeding arising under this Agreement shall be brought exclusively in the state or federal courts located in Wilmington, Delaware.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-02-13",Lease / Rental
CTR-0238,"MEMORANDUM OF AGREEMENT dated 2025-07-21, between Apex Enterprise Solutions LLC (hereinafter referred to as ""Company"") and Summit Industrial Holdings (hereinafter referred to as ""Counterparty""). NOW THEREFORE, in consideration of the mutual covenants contained herein, the parties hereby agree as follows:

EQUIPMENT RENTAL CONTRACT

1. RENTAL OF EQUIPMENT
Lessor agrees to rent to Lessee, and Lessee agrees to rent from Lessor, the heavy machinery and industrial equipment listed in Schedule A (""Equipment"").

2. RENTAL FEES AND DEPOSIT
Lessee shall pay rental fees of $27197 per month. Lessee shall operate equipment strictly according to manufacturer operating guidelines and maintain full hazard and liability insurance coverage naming Lessor as additional insured.

3. RETURN OF EQUIPMENT
At the expiration of the rental term, Lessee shall return equipment to Lessor in good operating order, reasonable wear and tear excepted. Lessee shall be liable for damage resulting from improper operation or neglect.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2025-07-21",Lease / Rental
CTR-0239,"THIS CONTRACT is made effective as of 2026-07-22, by and among Pinnacle Software Inc., having its principal place of business at 545 Commercial Blvd, Suite 289, New York, NY 10001, and Summit Industrial Holdings, residing at or having offices at 316 Enterprise Way, Floor 6, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

COMMERCIAL REAL ESTATE LEASE AGREEMENT

1. DEMISED PREMISES AND TERM
Lessor hereby leases to Lessee, and Lessee leases from Lessor, the commercial office space located at 545 Commercial Blvd, Suite 289, New York, NY 10001 (""Premises""), consisting of approximately 14602 square feet, for a term of five (5) years commencing on the Commencement Date.

2. RENT AND SECURITY DEPOSIT
Lessee agrees to pay Lessor a Monthly Base Rent of $26611, due on the first day of each calendar month. Upon execution, Lessee shall deposit with Lessor a Security Deposit of $32343 as security for faithful performance of lease terms.

3. USE OF PREMISES AND MAINTENANCE
Lessee shall use the Premises strictly for commercial office purposes and shall maintain the interior in good condition. Lessor shall remain responsible for structural repairs, roof maintenance, and common area maintenance (CAM).

4. DEFAULT AND EVICTION
In the event Lessee fails to pay rent when due or breaches lease covenants and fails to cure within ten (10) days after written notice, Lessor shall have the right to terminate the lease, re-enter the Premises, and seek legal eviction.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2026-07-22",Lease / Rental
CTR-0240,"THIS CONTRACT is made effective as of 2023-03-23, by and among Vanguard Financial Ltd., having its principal place of business at 980 Commercial Blvd, Suite 243, New York, NY 10001, and Nexus Consulting Partners, residing at or having offices at 907 Enterprise Way, Floor 20, San Francisco, CA 94105. WITNESSETH, that for good and valuable consideration, the parties agree as follows:

COMMERCIAL REAL ESTATE LEASE AGREEMENT

1. DEMISED PREMISES AND TERM
Lessor hereby leases to Lessee, and Lessee leases from Lessor, the commercial office space located at 980 Commercial Blvd, Suite 243, New York, NY 10001 (""Premises""), consisting of approximately 15897 square feet, for a term of five (5) years commencing on the Commencement Date.

2. RENT AND SECURITY DEPOSIT
Lessee agrees to pay Lessor a Monthly Base Rent of $39179, due on the first day of each calendar month. Upon execution, Lessee shall deposit with Lessor a Security Deposit of $34494 as security for faithful performance of lease terms.

3. USE OF PREMISES AND MAINTENANCE
Lessee shall use the Premises strictly for commercial office purposes and shall maintain the interior in good condition. Lessor shall remain responsible for structural repairs, roof maintenance, and common area maintenance (CAM).

4. DEFAULT AND EVICTION
In the event Lessee fails to pay rent when due or breaches lease covenants and fails to cure within ten (10) days after written notice, Lessor shall have the right to terminate the lease, re-enter the Premises, and seek legal eviction.

MISCELLANEOUS PROVISIONS
This Agreement constitutes the entire understanding between the parties regarding the subject matter hereof and supersedes all prior agreements or communications. No amendment or modification shall be binding unless executed in writing by authorized representatives of both parties. If any provision is held invalid, the remainder shall continue in full force.

INDEMNIFICATION AND LIMITATION OF LIABILITY
Each party agrees to defend, indemnify, and hold harmless the other party, its officers, directors, employees, and agents from and against any third-party claims, liabilities, damages, losses, or expenses arising out of any material breach of this Agreement. IN NO EVENT SHALL EITHER PARTY BE LIABLE FOR ANY INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES.

IN WITNESS WHEREOF, the parties hereto have executed this Agreement by their duly authorized representatives as of the date first above written.

By: _______________________
Title: Authorized Signatory
Date: 2023-03-23",Lease / Rental
